id,scene,conversation
daddycop_cat_noir_0001,"Ladybug yoyos away from Daddycop's blasts, running across the rooftops as the crowd continues to chase them on the streets.","Ladybug: Emergency evacuation service!
Cat Noir: I feel for you. I have the same problem with my fan club
Daddycop: Give her back!"
daddycop_cat_noir_0002,Back in the skies. Astrocat flies towards Daddycop as the latter continues shooting him.,"Cosmobug: Lucky Charm!
Cat Noir: Thank you, M'lady!
Cosmobug: Go recharge and then head to the Mouleux Auto Repair shop. We're gonna organize a little surprise for Daddycop"
dark_cupid_cat_noir_0001,outside Le Grand Paris. Chloé is complaining to the deliverers of Adrien's portrait.,"Ladybug: Cat Noir, snap out of it!
Cat Noir: (squeezes Ladybug incredibly close to him) You're nothing Ladybug, and nothing to me! (
I hate you!: )"
dark_cupid_cat_noir_0002,"Cat Noir is still being chased by Ladybug and finally, she catches up to him.","Chloé: Ughhh
Cat Noir: No, no!
Ladybug: Don't worry, I'm not looking forward to it either. (tries to kiss him again but he dodges, so she holds his nose to prevent him from dodging a kiss from her) I can't believe I'm doing this
Cat Noir: How you gonna fight both of us now, bug eyes? (Cat Noir and Dark Cupid fist bump each other)"
dark_cupid_cat_noir_0003,"Cat Noir is still being chased by Ladybug and finally, she catches up to him.","Cat Noir: Cataclysm!
Cat Noir: I've often wondered what would happen if I use my Cataclysm on someone
Ladybug: Lucky Charm! (a candy apple appears)"
dark_cupid_cat_noir_0004,"Cat Noir is still being chased by Ladybug and finally, she catches up to him.","Cat Noir: With pleasure! Finally, I'll find out who you are, Ladybug! Your little secret will be out of the bag!
Cat Noir: (he’s confused, his lips turn to normal while the arrow’s effect disappears) Huh? Wh-what am I doing here?
Ladybug: No time! The quiver pin, Cat Noir! Now! (throws Cat Noir, making him scream and he lands on top of Dark Cupid) Grab it! Grab the pin!"
darkblade_cat_noir_0001,Lock Bridge. Cat Noir and Darkblade are still fighting.,"Marinette: Nope, I'm not falling for it. But, I'll consider forgiving you if you vote for me
Cat Noir: Seriously? How did I not see that coming?
Darkblade: Take him!"
darkblade_cat_noir_0002,City Hall. Jagged Stone is still signing autographs. Sabrina arrives to where Chloé is.,"Darkblade: Take him!
Cat Noir: Guys, do you only know heavy metal?
Marinette: Ouch! Cat Noir... Hurry!
Cat Noir: (breaks out from under the pile of knights with his staff) That was a nice warm-up!"
darkblade_cat_noir_0003,"Outside the City Hall. Cat Noir is being surrounded by knights, but Ladybug appears in time.","Ladybug: The akuma must be in his sword!
Cat Noir: How are we gonna get a hold of it?
Ladybug: By getting me close to him!"
darkblade_cat_noir_0004,"Outside the City Hall. Cat Noir is being surrounded by knights, but Ladybug appears in time.","Darkblade: Soon thou shalt join my army, you venomous insect!
Cat Noir: (knocks down the knights who are holding him) Not so fast! En garde!
Hawk Moth: It won't be long before Ladybug and Cat Noir show up to meet their doom! (laughs)
Cat Noir: (Sees the civilians becoming knights) We're about to wind up as knights too!"
darkblade_cat_noir_0005,"Outside the City Hall. Cat Noir is being surrounded by knights, but Ladybug appears in time.","Ladybug: Lucky Charm! (A toy ladybug appears) Uh, okay... (uses her Lucky Vision which highlights part of the City Hall's roof, some edging, and Darkblade's underarm) Let's hope Darkblade's ticklish
Cat Noir: (sees Darkblade pull the same feint he did before) Not this time
Ladybug: No more evil doing for you, little akuma. (opens her yo-yo) Time to de-evilize! (captures the akuma with her yo-yo) Gotcha! (releases the purified akuma.) Bye bye, little butterfly. Miraculous Ladybug! (throws the Lucky Charm into the air, its energy reverting everything back to normal. Darkblade turns back into Mr. D'Argencourt.)"
darkblade_cat_noir_0006,"Outside the City Hall. Cat Noir is being surrounded by knights, but Ladybug appears in time.","Ladybug and Cat Noir: Pound it!
Cat Noir: (looks to his ring) Uh, gotta take off, see ya!
Hawk Moth: Our duel is not over, my dear Ladybug. At the end of our battle, I will rule!"
dearest_family_cat_noir_0001,"Parisian rooftops. Ladybug escapes Dearest Family. She slips her feet and tumbles on the roof, hitting a wall, sending her lying on her back. Her stomach continues to grumble.","Bakerix: Galettes are not to be stolen, but eaten as a family! Miraculous is mine!
Cat Noir: Hey, that looks delicious, m'lady! Save me a piece?
Ladybug: No way, kitty! But thanks for the helping hand! I need you to deal with Bakerix. (puts a few pieces of galette in her hands) I've got an emergency!
Cat Noir: Sure. Piece of cake! (to Bakerix) Don't move or you're toast!
Ladybug: Spots off!"
dearest_family_cat_noir_0002,Parisian streets. Cat Noir is still being chased by Bakerix. He then gets tackled by Weredad from behind.,"Befana: Bravo, my angels! Thanks to you, I'm the one who found Marinetta first!
Cat Noir: Hey! No fair, attacking from behind!
Bakerix: Hey! I was the one about to take his Miraculous!
Cat Noir: (smiles deviously) Ladybug!"
dearest_family_cat_noir_0003,In the sewers. Cat Noir walks feebly. His back slides down the wall and sits down.,"Marinette: (shocked, gasps) Tikki?
Cat Noir: Claws in! (de-transforms into Adrien)
Adrien: Get your strength back, Plagg. We're not out of this yet!"
dearest_family_cat_noir_0004,In the sewers.,"Adrien: Plagg, claws out! (transforms into Cat Noir)
Cat Noir: (upon launching) Power up! (transforms into Astro Cat)
Astro Cat: Cataclysm! (activates his power and touches the giant galette, creating a giant explosion in space as he flies back to Earth)"
deflagration_the_kwamis_choice_part_2__cat_noir_0001,On the rooftops. Ladybug and Cat Noir sit beside each other.,"Ladybug: I feel like there's only one formula that works, kitten
Cat Noir: I guess so. You and me against Monarch
Ladybug: You, me, our Kwamis and the Resistance! Without them, Monarch could have won today. (turns to look at Cat Noir and raises her fist) To our Kwamis!
Cat Noir: And the Resistance! (bumps his fist with Ladybug)"
derision_cat_noir_0001,"Jardin des Tuileries. Victims of Dark Humor begins to wreak havoc, starting with Ondine batting out a kid's paper boat on the fountain.","Dark Humor: Why aren't you laughing? Where's your sense of humor? (shoots arrows at the children and gets blocked right on time by Ladybug and Cat Noir)
Cat Noir: (with immense anger) Can't you pick on someone your own size?! (
Do you have no shame at all?!: ) (attempts to hit Dark Humor with his staff)"
derision_cat_noir_0002,"Jardin des Tuileries. Victims of Dark Humor begins to wreak havoc, starting with Ondine batting out a kid's paper boat on the fountain.","Monarch: (from his lair) This is where your luck runs out, Ladybug!
Cat Noir: (as he continues to scatter tiny balls around the area) Balloon? YAY! Come on, buddy! Let's play ball! (tosses the balloon towards Dark Humor, blocking his sight)
Dark Humor: H-Hey!"
derision_cat_noir_0003,"Jardin des Tuileries. Victims of Dark Humor begins to wreak havoc, starting with Ondine batting out a kid's paper boat on the fountain.","Ladybug: Cat Noir! Yoo-hoo! Here, kitty-kitty! (does multiple attempts to place the toilet bowl on top of Cat Noir's head as a diversion)
Cat Noir: Ew! Are you out of your mind?!
Ladybug: What's wrong? Where's your sense of humor? Would you prefer a litter box? (laughs)"
derision_cat_noir_0004,"Jardin des Tuileries. Victims of Dark Humor begins to wreak havoc, starting with Ondine batting out a kid's paper boat on the fountain.","Ladybug: Hah! That's right! I pretended to be hit. What's the matter? Don't you like my practical joke? You really need a sense of humor
Cat Noir: Over here! Right there! Nope, over here!
Dark Humor: This... isn't funny!"
derision_cat_noir_0005,"Jardin des Tuileries. Victims of Dark Humor begins to wreak havoc, starting with Ondine batting out a kid's paper boat on the fountain.","Ladybug: Monarch used your emotions to manipulate you. (opens her yo-yo and grabs a magical charm) Kim, this is a magical charm. Always keep it with you. May it help you avoid making the same mistakes again
Cat Noir: I'm sorry. I let my emotions get the better of me, too
Ladybug: Don't worry. It can happen to anyone. That's why there's two of us. That way, one of us is always there to help the other"
derision_cat_noir_0006,"Exterior, the swimming pool. Adrien and Marinette are seen standing outside by the door.","Chloé: And what else
is: there to think about? (Losers) and nobodies? The little bees? The planet?
Adrien: (angrily) We will"
despair_bear_cat_noir_0001,Le Grand Paris. Kim is twirling Chloé around the room.,"Chloé: (spits out a ball out of her mouth) About time, what took you so long?
Cat Noir: That's a very slippery dance floor!
Person: Look out!"
despair_bear_cat_noir_0002,Le Grand Paris. Kim is twirling Chloé around the room.,"Ivan: (Grunts) Huh, Cat Noir?
Cat Noir: Huh? Where'd he go?
Ladybug: Uh, what are you doing? (Gasps) Oh, no!"
despair_bear_cat_noir_0003,Cat Noir continues chasing Ladybug until they arrive at the Le Grand Paris rooftop.,"Despair Bear: No! Stop! What's happening?
Cat Noir: Ladybug? What are you doing?
Ladybug: Oh, nothing. Just saving your skin with the help of our new little sidekick"
despair_bear_cat_noir_0004,Cat Noir continues chasing Ladybug until they arrive at the Le Grand Paris rooftop.,"Ladybug: Watch your step, Cat Noir!
Cat Noir: (Despair Bear is yelling.) I've got this guy under control
Ladybug: No more evildoing for you, little akuma. Time to de-evilize! (catches the akuma with her yo-yo) Gotcha! (releases the akuma, turning it into a normal butterfly) Bye bye, little butterfly. Miraculous Ladybug!"
despair_bear_cat_noir_0005,Cat Noir continues chasing Ladybug until they arrive at the Le Grand Paris rooftop.,"Chloé: Well, basically, you turned evil and I saved you. In fact, without me, Ladybug and Cat Noir would never have succeeded. I'm even better than you superheroes. I don't even need a costume
Cat Noir: Gotta get going!
Ladybug: Yeah, me too!"
desperada_cat_noir_0001,"Sewers. Luka, Adrien, and Ladybug are running.","Ladybug: I appreciate it, but when you're dealing with a supervillain, it's better to have a partner with superpowers. Speaking of which
Cat Noir's voice: (Cat got your tongue? Leave a message.)
Ladybug: Okay"
desperada_cat_noir_0002,Sewers. Cat Noir climbs up. Ladybug and Cat Noir fall.,"Marinette: I understand, Master Fu, I know (just) the perfect person. I can't believe I didn't think of him before -- a perfect match
Cat Noir: We must stop running into each other like this, M'lady. Let's take care of this guitarist and her seriously bad music. Uh, you lookin' for something, M'lady?
Ladybug: Phew! Yeah, I have to find Adrien Agreste!
Cat Noir: You wanna entrust (him) with a Miraculous?
Ladybug: You're not supposed to know, but, yeah! He's the perfect guy for this mission
Cat Noir: You know, you can trust me and my incredible nose. If Adrien's down here, I'll find him for you. Adrien's in there
Ladybug: Your incredible nose failed you this time"
desperada_cat_noir_0003,Sewers. Cat Noir climbs up. Ladybug and Cat Noir fall.,"Sass: All you have to say is... ""Sass, scales slither.""
Cat Noir's voice: (Cat got your tongue? Leave a message.)
Ladybug: Cat! I found Adrien. We're gonna go after Desperada. Meet us under Trocadéro square fa--!"
desperada_cat_noir_0004,Sewers. Cat Noir climbs up. Ladybug and Cat Noir fall.,"Ladybug: Cat! I found Adrien. We're gonna go after Desperada. Meet us under Trocadéro square fa--!
Aspik: I hope I don't disappoint you, Ladybug
Ladybug: I know you won't. You're perfect. Uh, perfectly (capable) of defeating Desperada! We need (all) the odds in our favor. Desperada is a fearsome opponent
Aspik: I would have preferred a horseshoe for my first mission
Ladybug: (giggles) I love your sense of humor!
Aspik: Really? Thanks!
Ladybug: If anything goes wrong, the Second Chance allows you to go back in time to the exact moment you activated it
Aspik: Got it
Ladybug: We now have five minutes. Within this time range, you can go back in time as many times as you want. But after that, when the head of the snake goes back in place, you'll detransform. Still no Cat... Come to think of it, we're okay without him. Now that we have (your) power, you and I are gonna make an awesome team"
desperada_cat_noir_0005,Paris.,"Plagg: (indignant) Awesome team, all right!
Aspik: Gimme some time
Ladybug: We now have five minutes--
Aspik: Before I transform back, I know
Ladybug: Did we not make it?
Aspik: No, but I used my power of second chance. No time to wait for Cat Noir -- we're fine without him. You'll see, we're gonna make an awesome team -- Aspik and Ladybug
Ladybug: Aspik? Wow! You've only just started being a superhero and you already seem to have all of this down
Aspik: Guess you made the right choice, Ladybug
Ladybug: Where is she?
Aspik: No, wait. The first time, Desperada's fire came from there"
desperada_cat_noir_0006,Paris.,"Aspik: No, wait. The first time, Desperada's fire came from there
Aspik: Here. As a thank you for choosing me
Ladybug: Oh! Uh, thanks! (Aspik shrugs)"
desperada_cat_noir_0007,Paris.,"Aspik: No, no, no!
Aspik: You know, Ladybug? I'm (actually) also Cat Noir and I've been in love with you since our eyes first met
Ladybug: We now have five minutes. Within this time range, you can go back in time as many times as you want --
Aspik: Sass, scales rest. (detransforms; and catches him in his hands)
Ladybug: But"
desperada_cat_noir_0008,Sewers.,"Ladybug: Thanks. Desperada's at the top of the Eiffel Tower! Let's take her vantage point away from her! We're gonna need your Cataclysm! Our team would be lost without him!
Cat Noir: At your service, m'lady! Here! Cataclysm!
Ladybug: All her weapons come from her guitar case. (to Cat Noir and Viperion) We have to prevent her from using them, (then) destroy the case! Ready?"
el_toro_de_piedra_cat_noir_0001,Streets of Paris. Minotaurox stands over the deakumatized Raul handing him the letter back.,"Ladybug: Miraculous Ladybug!
Cat Noir: Paris looks just fine to me
Roger: But uh...he's still a supervillain and uhh"
ephemeral_cat_noir_0001,The Parisian streets. The battle continues. Ladybug continues to contact Cat Noir but fails.,"Adrien: Next question!
Cat Noir's voicemail: You can (purr) your message after the ""meow""! Meow!
Ladybug: Lucky Charm!"
ephemeral_cat_noir_0002,"On top of the Eiffel Tower, Ladybug waits for Cat Noir.","Ladybug: The countdown has begun. It's 1 am, and we've got just five minutes before you transform back. So we've got to be done by 1:05. You'll rewind on my signal
Cat Noir: (upon landing on top of the Eiffel Tower) I'm sorry, but I really couldn't make it earlier
Ladybug: (waves) Hey, no big deal! That's the good thing about a team. It's not the two of us anymore!
Cat Noir: Oh, yeah! So then, why did you need me exactly?
Ladybug: Well... actually, it's kind of linked to what happened today. I've given it a lot of thought ever since I became guardian, you know? (leans on the fence) And, I've realized that... you were right after all. (turns to Cat Noir) We should tell each other our secret identities
Cat Noir: But, aren't the secrets supposed to protect us?
Ladybug: I thought so. But when you didn't show up today, I didn't know how to locate you because we can't communicate when we're not transformed. If something bad happened to one of us when we're not heroes, we could know about it. It would make us stronger. We'd be able to defeat Shadow Moth quicker!
Cat Noir: (walks towards Ladybug's side) So, we're doing this, for real?
Ladybug: Yes
Cat Noir: Wow. Okay. You go ahead, m'lady. Guardians first!
Ladybug: No, you first
Cat Noir: Let's do it together
Ladybug: No, I mean it. You go first. I'm... feeling kind of... awkward
Cat Noir: Fine. I'm... I'm... Adrien Agreste
Ladybug: (bursts into laughter) And I'm Audrey Bourgeois! (continues laughing) You? Adrien Agreste? There's no way! You two aren't alike (at all!)
Cat Noir: Claws in. (de-transforms into Adrien)"
ephemeral_cat_noir_0003,Arc de Triomphe. The battle between Lollipop Boy ensues.,"Adrien: Right away! Plagg, claws out! (transforms into Cat Noir)
Cat Noir: The usual manouvers, m'lady?
Cat Noir and Ladybug: Pound it
Cat Noir: Claws in!"
ephemeral_cat_noir_0004,On top of the Eiffel Tower. Time is reverted back to when Ladybug starts the countdown while waiting for Cat Noir.,"Ladybug: The countdown has begun. It's 1 am, and we've got just five minutes before you transform back. So we've got to be done by 1:05. You'll rewind on my signal
Cat Noir: (upon landing on top of the Eiffel Tower) I'm sorry, but I really couldn't make it—
Ladybug: What on earth is happening?"
ephemeral_cat_noir_0005,On top of the Eiffel Tower. Time is reverted back to when Ladybug starts the countdown while waiting for Cat Noir.,"Jeanne d'Arc: Hark, what are those voices I hear? Bertrand? Gilles? Fie, what sorcery is this? (groans)
Cat Noir: Time has gone crazy! Or maybe I have
Ladybug: I have a bad feeling about this. Viperion! Viperion, can you hear me? Follow me!"
ephemeral_cat_noir_0006,In the sewers. Viperion is having trouble communicating with Ladybug.,"Sass: I'm not really sure. I just saw a photo of a Lucky Charm, a watch showing 1 am
Cat Noir: Do you understand any of this?
Ladybug: When kwamis use their power without a holder, it always has magical and disastrous consequences. And Sass' power is to turn back time!
Cat Noir: So time has gotten all mixed up!
Ladybug: Stay here, Luka!"
ephemeral_cat_noir_0007,On the streets. Multiple time anomalies appear everywhere.,"Ladybug: Woah, I'm getting major Déjà vu right now!
Cat Noir: It's time to have a genius idea, m'lady!
Ladybug: Lucky Charm!
Cat Noir: Do you think this will be enough to tip the balance of time?
Ladybug: Oh, the International Bureau of Weights and Measures! This organization coordinates the hours of the whole world with its satellite! It's right near Paris!
Cat Noir: Which means the satellite is just above our heads! We fix it, we fix all the connected devices that depend on time to function! How are we going to know the exact time to program into the satellite?
Ladybug: Thanks to this countdown, I still have a way to know what time it is for real. When it gets to the end, that'll mean that it's exactly 1:05 am. That's what we'll program into the satellite. Time to suit up!
Cat Noir: Mmm. But, what's the plan with all the apparitions?
Ladybug: Leave them to my magical ladybugs
Cat Noir: Power up!
Ladybug: Let's sync up our stopwatches"
evolution_cat_noir_0001,"On the Trocadero rooftops, Ladybug and Cat Noir stand before the Parisians.","Gabriel: Silence!
Cat Noir: We will not be forced into silence!
Ladybug: We will not be prisoners to Monarch!"
evolution_cat_noir_0002,On the Trocadero rooftops.,"Bunnyx: Yes— No— I mean, yes, that was you but later versions of you, if all goes well
Cat Noir: Monarch didn't waste any time using his new powers
Ladybug: And of course, he started with the Rabbit Miraculous, the most powerful one!"
evolution_cat_noir_0003,"The Burrow. Ladybug, Cat Noir and Bunnyx rush in to find Monarch in one of the time portals.","Ladybug: You don't look so powerful now!
Cat Noir: Seems like you're about to lose this time, too!
Monarch: (angrily groans) Wind Dragon! (morphs into wind and flies to a nearby time portal)"
evolution_cat_noir_0004,"Rooftops of the Jardins du Trocadéro, right after Monarch's announcement, as seen earlier. A Burrow portal appears behind the two heroes as Monarch steps out feebly from it. He then goes through another one.","Ladybug: The watch! We have to get the Rabbit Miraculous back!
Past Cat Noir: What was that?
Monarch: When am I?"
evolution_cat_noir_0005,"Monarch falls out of a portal to the events of ""Reverser"", on a taxi in which Past Ladybug and Cat Noir are travelling in. The driver sees Monarch in the rear-view mirror and pushes the brakes, causing Monarch to fall onto the road. He saves himself from an incoming car and sees Past Ladybug and Past Cat Noir coming out of the taxi, in front of Collège Françoise Dupont.","Ladybug: (feeling reassured, she uses his lucky vision and sees Young Fu's phonograph lights up) Of course, Bunny Cat, that's the ticket, it's not happening here or now
Past Cat Noir: (timidly steps out of the taxi with a blanket wrapped around him) You drive like a maniac! Uh!
Past Ladybug: (talking to the taxi driver) Sorry about that! He is not quite himself right now. (closes the taxi door, with her yo-yo string stuck in it; she tries to walk away, but gets pulled back to the door)"
evolution_cat_noir_0006,"On the Trocadero rooftops, when Future Bunnyx has just started to brief Ladybug and Cat Noir about the consequences of the Rabbit Miraculous falling into the wrong hands.","Ladybug: (chases after Monarch) No! Not again! (groans in frustration after failing to do so)
Cat Noir: We (were) able to get one of the Miraculous back from him
Ladybug: And at what price?
Cat Noir: We'll get them all back, m'lady, and once we've defeated Monarch for good, Alix will be able to return"
feast_cat_noir_0001,Parisian streets.,"Ladybug: We have to find its Amok!
Cat Noir: Except this Sentimonster isn't carrying any baggage!
Ladybug: Cover me! Lucky Charm! (A metal detector appears) A metal detector? When you created the Sentimonster, you put the Amok inside your staff, right?"
feast_cat_noir_0002,Parisian streets.,"Ladybug: There are only two places where your staff could be. Where the temple was, or
Cat Noir: Hey! Hurry, milady, this thing already swallowed my stick whole! Aah!
Ladybug: Go hide, Master! (Master Fu running and she ties her and Cat Noir to each other with her yo-yo)
Cat Noir: Uh, you sure it's the right time, milady?
Ladybug: Ready to get the staff back?
Cat Noir: Oh no, not the tongue... (Ladybug giggles, Feast swallows them)"
feast_cat_noir_0003,Inside Feast.,"Feast: Mm? Yum yum! Miraculous!
Cat Noir: Wow... It's bigger on the inside. Oh! My stick! (touch the bubble and it breaks into smaller ones) What is that? Is it digesting things or something?
Ladybug: Whatever he swallows gets sealed here forever
Cat Noir: In that case, we'd better hurry up and figure out where the Master's staff is hiding"
feast_cat_noir_0004,Parisian streets.,"Ladybug: I only put your teaching to practice, Master. (The earrings and ring start beeping)
Cat Noir: I know two people who'd better run before they transform back
Ladybug: Goodbye, Master"
frightningale_cat_noir_0001,Outside the Grand Palais,"Frightningale: I won't let you take my akuma away
Cat Noir: (recovers his staff and spins with it) Do you mind if (I) join the dance? (extends his staff to the ground in front of him and rests his chin on it, on his hands)
Frightningale: You're like all the others; but you can't silence me!"
frightningale_cat_noir_0002,Outside the Grand Palais,"Ladybug: Wait! Stay right here and dance
Cat Noir: Yeah, you're right. We have to rhyme
Hawk Moth: (in)(his lair) Nice work. Ladybug and Cat Noir cannot fight back!"
frightningale_cat_noir_0003,Outside the Grand Palais,"Ladybug: (flings her yo-yo, but Frightningale fends it off)
Cat Noir: Dancing fight moves...?
Frightningale: (chuckles) Why is Cat Noir so dumb?
Cat Noir: Yes I do"
frightningale_cat_noir_0004,Outside the Grand Palais,"Frightningale: Huh?
Cat Noir: Your math is crazy
Ladybug: Fifty plus fifty — the sum doesn't rhyme!
Cat Noir: I almost made a serious boo-boo"
frightningale_cat_noir_0005,Outside the Grand Palais,"Ladybug: (to Cat Noir) It's not in our favor at a glance
Cat Noir: Sweet Bugaboo, I agree
Ladybug: Our last weapon can do her harm
Cat Noir: We know we have to stop her
Ladybug: (sees the cuffs, Cat Noir's ring, and her yo-yo)
Cat Noir: I can't find a rhyme
Ladybug: Cat Noir, you're a sweet-talker
Cat Noir: For optimism!
Ladybug: Connected, we're one; our movements are synched"
frightningale_cat_noir_0006,Outside the Grand Palais,"Ladybug: By any chance
Cat Noir: Let's cut a rug
Frightningale: You can't bend the rules!"
frozer_cat_noir_0001,"At the top of cinema, Ladybug and Cat Noir save him and help him land safely.","Ladybug: Cat Noir! (It was revealed it was a daydream from Cat Noir) I can't accept this rose from you. I told you already. I'm in love with someone else
Cat Noir: I know, M'lady. But if he weren't here, would things be different between us?
Ladybug: Well, you know, I can't even begin to imagine him not being here. I'm sorry, Cat Noir. I really gotta get going, and you better do the same. (Swings her yo-yo to head back home; Cat Noir is sad, looking downwards, with one petal of the rose falling.)"
furious_fu_cat_noir_0001,Parisian rooftops. Su-Han follows Ladybug to Cat Noir,"Su-Han: (interrupts) I am Grand Master Su-Han, the Celestial Guardian of the Mother Box
Cat Noir: (surprised) What? Aren't you supposed to be Guardian, M'lady?
Su-Han: (interrupts, shouting) When the lion speaks, the cub listens! First off, you two are going to hand over your Miraculous to me
Cat Noir: What? That's a bad joke. (smiles with Ladybug) And I know all about bad jokes"
furious_fu_cat_noir_0002,Parisian rooftops. Su-Han follows Ladybug to Cat Noir,"Su-Han: I will reassign then to carefully selected appropriate adult holders. Like any rightful responsible Guardian would do
Cat Noir: Wait a minute. We can't just give our Miraculous to some guy who just showed up out of the blue
Ladybug: I... I don't know. The Kwamis confirmed that he's the real original guardian of the Box. Maybe Grand Master Su-Han is right. Maybe Master Fu is wrong. (sadly) Maybe that's the reason why we can't defeat Shadow Moth
Cat Noir: That's ridiculous! You'll always deliver! Trust yourself, Ladybug, like I trust you. If I have to give my Miraculous back then fine, I will. But only if you ask me to. You're the only Guardian here"
furious_fu_cat_noir_0003,Parisian rooftops. Su-Han follows Ladybug to Cat Noir,"Cat Noir: (shocked and sad) Does that mean you won't remember (me)?
Cat Noir: (angrily) You want my ring? Then come and get it!
Su-Han: Fine"
furious_fu_cat_noir_0004,Parisian rooftops. Su-Han follows Ladybug to Cat Noir,"Su-Han: (does several Kung-Fu moves) Why do you think Guardians study for so many years? Just to hand the Miraculous out to whomever? No! We are specially trained to overpower the Miraculous holders who have gone rogue, like YOU! (charges at Cat Noir) Celestial Storm! The Thousand Fists of the Yama bring in the bearings wiped out! (Su-Han starts using all of kung fu moves to make Cat Noir fall and roll over to a chimney. He then jumps on Cat Noir.)
Cat Noir: (weakly) Master Fu was much nicer
Su-Han: And his Mira-Kung Fu was much worse. (grabs Cat Noir's hand, and reaches for the ring)"
furious_fu_cat_noir_0005,Parisian rooftops. Su-Han follows Ladybug to Cat Noir,"Su-Han: What?
Cat Noir: Bye-bye! (kicks him into a wall)
Su-Han: If you challenge the clouds, you will face the (thunder)!"
furious_fu_cat_noir_0006,Stade des Princes. Ladybug and Cat Noir discuss what to do with the Miracle Box.,"Shadow Moth: Furious Fu, bring me that box! (Furious Fu jumps down and runs after it, Ladybug and Cat Noir treat the box as a soccer ball, kicking it around on the field and playing keep away)
Cat Noir: (in an effort to keep the box far from Su-Han and Furious Fu, he kicks it into the goalpost)
Gooaal!!: (Everyone else still chasing after it) Hey! (starts running again)"
furious_fu_cat_noir_0007,Stade des Princes. Ladybug and Cat Noir talk about a plan just off the field.,"Shadow Moth: (annoyed) No! Not his bell! His ring!
Cat Noir: I am not a wingless bat! (about to start fighting again)
Ladybug: Cat Noir, wait. We'll never defeat him
Cat Noir: What?
Ladybug: We just need (him) not to defeat (us) either
Cat Noir: You lost me
Ladybug: I have to make a call, cover me! ((opens her Bug-Phone))
Cat Noir: That I can do"
furious_fu_cat_noir_0008,Stade des Princes. Ladybug and Cat Noir talk about a plan just off the field.,"Cat Noir: (stops Furious Fu by jumping on him from behind) We're not done yet!
Cat Noir: Cataclysm!
Ladybug: (reacting to Cat Noir) No!"
f_lix_cat_noir_0001,Rooftops of Paris.,"Ladybug: Uh, wait, what? No! (He leans in for a kiss, but Ladybug dodges it and gets away, enraged.) Okay, which part of the word (no), did you not (understand?!? (She sucker punches him to the ground.) Gross! You're not Adrien, he would never be so pushy
Cat Noir: (just arriving) That's Félix! Adrien's cousin. I just ran into the real Adrien and he told me everything. You made a lot of enemies in one day, bet you don't have a lot of friends, acting the way you do. Am I wrong? (crosses his arms and smiles. Félix looks down sadly.)
Ladybug: (sees the Trio incoming) Cut it out! There's no time for bickering, they're coming! Lucky Charm! (An aerosol can appears, and she sprays it a bit.)"
f_lix_cat_noir_0002,Rooftops of Paris.,"Félix: You've got yourself a deal. Now I think it's high time Ladybug and Cat Noir were punished. (He holds out the tablet to Lady Wifi.)
Cat Noir: I hope you've learned your lesson. (Félix nods fearfully, and Ladybug pulls him back up.)
Ladybug and Cat Noir: (as they fist bump) Pound it!"
gabriel_agreste_episode__cat_noir_0001,"Outside Agreste mansion. Félix is dodging attacks of Collector. When Félix is about to be hit, Ladybug throws her Yo-yo and drags Félix out of the tablet's path.","Cat Noir: (pulling Félix) I will get him out of here
Cat Noir: What do you got that Collector wants it so badly?
Félix: My ring
Cat Noir: If it's yours, why would he want to take it from you?
Félix: (fegins innocence) I don't know. My uncle is a strange man
Cat Noir: (seeing the statue being absorbed) Whoa! I hope that statue takes up a lot of memory"
gabriel_agreste_episode__cat_noir_0002,"Outside Agreste mansion. Félix is dodging attacks of Collector. When Félix is about to be hit, Ladybug throws her Yo-yo and drags Félix out of the tablet's path.","Ladybug: Cat Noir! Time for a rebound
Cat Noir: (catching back his staff) Dinner's ready!
Collector: (Nooooo!)"
gamer_2_0_cat_noir_0001,Parisian rooftops near Stade des Princes. Ladybug and Cat Noir meet up.,"Gamer 2.0: (on pyra-pod screen) So, Ladybug and Cat Noir? Ready to play? Please enter your pyra-pod
Cat Noir: What if it's a trap, M'lady?
Ladybug: No, I'm sure it's not. He just wants to play. So, let's keep in touch. (puts device into her ear)
Cat Noir: (puts device into his ear)"
gamer_2_0_cat_noir_0002,Gamer 2.0's video game dimension in the Stade des Princes. Ladybug and Cat Noir enter.,"Gamer 2.0: (charges towards The Mime) I'm gonna slice you into sashi(mime!)
Cat Noir: Wouldn't you be better off miming a Cat Noir to come lend you a helping paw, M'lady?
Ladybug: I know what I'm doing! (The Mime's shield disappears)
Cat Noir: Be careful! The Mime's object disappears if you talk
Ladybug: Thank you, Captain Obvious!"
gamer_2_0_cat_noir_0003,Gamer 2.0's video game dimension in the Stade des Princes. Ladybug and Cat Noir enter.,"Game Voice: Ring out! Mime wins!
Cat Noir: Talking on purpose? Miming your own yo-yo? Clever as ever, M'lady
Ladybug: I won, Gamer 2.0. Release us!"
